"Bravecto é maravilhoso pros meus cães. Usei a primeira vez numa infestação de carrapatos e em 12 horas estavam todos mortos, nunca mais tive problemas.",Product,,Good,,
"Excelente caimento, tecido agradável e arejado, uma camisa bem versátil. Recomendo.
",Product,,Good,,
perfeito para controlar os poros,Product,,Good,,
Muito bom!,Product,,Good,,
"muito bom o produto, recomendo",Product,,Good,,
Queria um cheiro mais forte e duradouro,Product,,Neutral,,
"A base é ótima. Deixa a pele sequinha mas nada daquele opaco sem graça. Uso N5 MAC, e comprei o honey beige, ficou perfeito.",Product,,Good,,
O kit faz vc economizar em relação a comprar tudo separado. Mas a capa do caderno poderia ser melhor. É um plástico sem qualidade e mole. O papel interno é bom.  Vou comprar um caderno inteligente do concorrente pra usar a capa deles q é melhor q a de vocês.,Product,,Bad,,
Ótimo produto e muito prático!,Product,,Good,,
"produto muito bom ,, facil de instaslar ..e bom acabamento ",Product,,Good,,
Essa e boa de aplicar mas nao dura muito tempo ,Product,,Good,,
"E muito bom, mas se for pra usar de muito ao sair pouquinho e bem demorado.
mesmo assim gsotei muito.",Product,,Good,,
muito bom,Product,,Good,,
"Calça linda, com detalhes sutis que fazem a diferença.",Product,,Good,,
Exatamente como está na foto!!!,Product,,Good,,
"E um excelente produto, a pele fica com aspecto aveludada e tem ótima absorção não deixando aquele aspecto de brilho",Product,,Good,,
Ok,Product,,Neutral,,
Produto veio praticamente novo e funciona muito bem. Super indico. Assim q puder comprarei mais um.,Product,,Good,,
Foi um presente para uma amiga e ela ficou muito feliz com o produto.,Product,,Good,,
Estou usando o produto a pouco tempo mas já deu pra notar a diferença na minha pele. Tenho algumas manchinhas e já deu uma clareada!!! Gostei!!!!,Product,,Good,,
"Gostei muito do produto, e a entrega foi rapidissima........pra mim tudo certo!!!!!!!!!!!",Product,Store,Good,,
Atende a todas as especificações ,Product,,Good,,
"Um dos poucos perfumes que vale a pena comprar do boticário, pois ele fixa bem na pele. É um cheiro assabonetado e atalcado, forte, não é doce, e é bom p/ usar em qualquer estação do ano e horário do dia. ",Product,Store,Good,,
"pelo preço, razoável",Product,,Bad,,
Gostei muito! Especialmente a de titanium,Product,,Good,,
Já amo Melissa há algum tempo. Foi muito bom adquirir essa peça de colecionadora. <3,Product,,Good,,
Sem gosto. Achei muito ruim o sabor. ,Product,,Bad,,
"perfume muito bom, com uma fixação média.Para os dias de verão que se aproximam.",Product,,Good,,
"Amo muito, produto de otima qualidade!!!",Product,,Good,,
Gosto muito do produto. ,Product,,Good,,
"Os produtos são de ótima qualidade, amei, recomendo a todos que queiram experimentar, não tenha receio... meus clientes e eu ficamos satisfeitíssimos. Muito BOM!",Product,,Good,,
"porque testei e aprovei, super, ultra, mega maravilhoso!!!!!!!!!!!!     bjos!",Product,,Good,,
Muito bom!,Product,,Good,,
"Produto de baixa qualidade, perfuração da coluna central desalinhada em relação as colunas laterais. Puxadores vieram arranhados.",Product,Store,Bad,,
"Otimo produto.
Recomendo comprar ",Product,,Good,,
Estampa genial! E brilha no escuro =),Product,,Good,,
"As panelas são ótimas, valeu o investimento",Product,,Good,,
"PRODUTO MARAVILHOSO!
ELE É MUITO BOM CLAREIA AS OLHEIRAS, E DÁ UM LEVE FORMIGAMENTO NA ÀREA MOMENTÂNEA. MUITO BOM!",Product,,Good,,
Entrega rápida. Produto excelente.,Product,Store,Good,,
Achei lindo ! Chegou na data prevista. Reco,Product,Store,Good,,
Bem confortável.,Product,,Good,,
o logotipo costurado sob o calcanhar incomoda bastante desconfortavel,Product,,Bad,,
"Já testei todas e todas estão falhando muito, não gostei.",Product,,Bad,,
sim,,,Neutral,,
"Ótimo produto, fácil e bonito e o café fica super gostoso.",Product,,Good,,
Otimo p/a saude,Product,,Good,,
Bonita e confortavel,Product,,Good,,
"Eu achei este perfume ótimo, comprei e vou comprar novamente!",Product,,Good,,
"Gostei, mas pensei que o tecido tivesse um pouco de brilho ( viscose).",Product,,Good,,
"Legal, vlw.",Product,,Good,,
Ótimo  Produto e prazo de entrega muito bom!,Product,Store,Good,,
os produto que comprei veio muito rapido e muito bom de primeira fiquei muito comtente com responçabilidade desta emprença marquimhos moto parabem eu recomendo a todos meu nome e´mineiro de boituva sp,Product,Store,Good,,
Não gostei. Não está claro na venda que o vestido é transparente.,Product,,Bad,,
"Muito bom, atende todos os formatos.",Product,,Good,,
Excelente! Boa para tonificar a pele e controlar o melasma. Recomendo,Product,,Good,,
"LINDA, ADOREI, BOM PRESENTE!!",Product,,Good,,
Lindo!,Product,,Good,,
Faltou um bom rastreamento do produto. Não consegui fazê-lo pelo site.,,Store,Bad,,
"Muito bonito, preço excelente e com bom acabamento!",Product,,Good,,
"Ótimo produto para decoração e o material é bom, recomendo!",Product,,Good,,
Muito resistente. ótima qualidade.,Product,,Good,,
"Eu achei um produto prático, fácil e que deixa o trabalho maravilhoso. ",Product,,Good,,
boa qualidade cores e estampas diferentes aleatory tem muito bom gosto ,Product,,Good,,
muito bom e com qualidade satisfatoria,Product,,Good,,
"Eu achei o produto bom ,leve confortável  mais a lateral do meu solado ta descolando pé esquerdo mais o material é bom ",Product,,Good,,
Ótimo! Entrega super rápida e dentro do prazo inormado. Já tinha escolhido o produto em uma loja porém no site saiu bem mais em conta!,,Store,Good,,
"Adorei a blusa, vestiu super bem!",Product,,Good,,
"ACHEI ÓTIMO, DO JEITO QUE IMAGINAVA!RECEBI MAIS RÁPIDO QUE O ESPERADO!",Product,Store,Good,,
"Recebi o produto em excelentes condições, muito bem embalado e tudo conforme o anùncio no site. recomendo.",,Store,Good,,
atende a expectativa,Product,,Good,,
"Muito bom, ótima projeção que dura 2 horas após a aplicação, fixação boa por 6 horas, pelo menos na minha pele. Ótimo para noite e dias frios. ",Product,,Good,,
"Produto de qualidade, não deixa marca de elástico, entrega super rápida e Grátis!!!",Product,Store,Good,,
otimo,Product,,Good,,
"Muito bom,minha encomenda chegou bem certa e os produtos são de ótima qualidade.",Product,Store,Good,,
"To apaixonada por essa legging, linda demais. ",Product,,Good,,
Gostei inlumina bem e ele foca nao fuca espalhado,Product,,Good,,
"Produtos ótimos, com certeza voltarei em breve para comprar mais produtos na Connect Parts",Product,Store,Good,,
O produto atende as expectativas (seguranca),Product,,Good,,
mais ou menos,Product,,Bad,,
"Bom produto, veste muito bem.",Product,,Good,,
"Muito bom produto, adorei!!!",Product,,Good,,
"Produto de qualidade,",Product,,Good,,
Tapete e bonito... encaixou bem no carro.. recomendo a todos,Product,,Good,,
Recebi produto diferente ,,Store,Bad,,
muito boa,Product,,Good,,
"a essência é boa e barata, porém, a essência de menta nao tem toda aquela refrescancia como as da ebuzz, contudo ainda sim é um bom produto.",Product,,Good,,
"Estou devolvendo o produto, pois quando coloquei as modas no compartimento de moedas, tive uma grande decepção, pois o tecido da divisória se rompeu imediatamente. A costura só pegou pegou na extremidade do tecido.      ",Product,,Bad,,
100% - Irei realizar novas compras por este canal. OK.,Product,,Good,,
"Maravilhoso, deixa o couro cabeludo com uma sensação de refrescância muito gostosa. ",Product,,Good,,
"Amo este perfume, quando ia sair de linha comprei 3 para garantia. ",Product,,Good,,
"5, otimas",Product,,Good,,
Eu adorei !!!!,Product,,Good,,
Achei ótimo ! Adorei ,Product,,Good,,
"A bota é linda e super quentinha. Ainda não usei na neve, mas o solado é grosso e até a palmilha é forrada de lã, então acho que esquenta bem.
Calço normalmente 36, mas, como é um calçado forrado, para usar com meias grossas, comprei a 37 e foi um acerto. Meus pés são largos e a bota ficou confortável (um pouco soltinha no bico, mas nada que atrapalhe o uso).",Product,,Good,,
EU ACHEI ÓTIMO !,Product,,Good,,
"Compro camisa GG, maior que a XG da Colombo.",Product,,Good,,
"Ótimo produto,cumpre o que promete.",Product,,Good,,
Achei que cai bem no corpo e é muito confortável e bonita,Product,,Good,,
"Realmente adquirir esse produto vale a pena, a sensação de refrescância  é imediata, ao cabelo fica com um aspecto mais bonito devido o brilho que recebe,  não fica com a aparência de ressecado, alivia o stress na borda e nuca do cabelo, além é claro de colaborar para o fortalecimento dos fios nessa região. Super indico para quem deseja comprá-lo, é o meu produto preferido da Dr.  miracles.",Product,,Good,,
Achei o produto ótimo! Minha pele é absurdamente oleosa e em pouco tempo já notei diferença na oleosidade e na acne. Recomendo!,Product,,Good,,
"tampa muito bem o som, mas não perfeitamente",Product,,Good,,
"Relógio moderno, bonito e confortável no pulso!
EURO sempre arrasa!!",Product,,Good,,
Muito bom e fácil semontar,Product,,Good,,
O produto é ótimo!!!,Product,,Good,,
Super indico. Otimo.,Product,,Good,,
"Bom produto, dentro do esperado.",Product,,Good,,
"Ótimo custo benefício, funciona perfeitamente.......recomendo",Product,,Good,,
Pontualidade.otimo produto e otimo atendimento,Product,Store,Good,,
"Ok
Ok
Ok
Ok
Ok",,,Neutral,,
Eu adorei.,Product,,Good,,
Lindo e muito gostoso !!! Dez,Product,,Good,,
perfeitamente perfeita!,Product,,Good,,
"Capinhas maravilhosas, resistentes. Com certeza, irei comprar mais algumas em breve.",Product,,Good,,
otimo para transporte na pasta.,Product,,Good,,
"A estampa é perfeita, mais acho que o material poderia ser de mais qualidade, pois é muito fininho e eu acho um pouco quente.",Product,,Good,,
"Produto de ótima qualidade. Encaixa bem na mão, gostei bastante.",Product,,Good,,
"Os cartões personalizados é de grande ajuda para incrementar nosso negócio.
  ",Product,,Good,,
Deixa a pelo muito perfumada e macia! A utitização dos dois produtos (deste e da máscara) e uma combinação perfeita! Adorei!,Product,,Good,,
"Faço uso há alguns anos.
E me adaptei com essa.",Product,,Good,,
Excelente produto! Recomendo,Product,,Good,,
otimo,Product,,Good,,
Produto muito bom de otima qualidade vale a pena comprar ,Product,,Good,,
"Produto Ótimo, adorei veio certinho Obrigada. ",Product,,Good,,
"Depois que retirei a máscara, embaraçou demais meu cabelo, tive que aplicar óleo de argan e fiquei um bom tempo penteando e desembaçarando as mechas. Um saco isso. ",Product,,Bad,,
ótima lavadora,Product,,Good,,
"Muito bom! As pontas do meu cabelo estavam meio espigadas, usei um pouquinho desse óleo, as pontas parecem que desmaiaram... Sem contar que o cheiro é divino! Amei",Product,,Good,,
Perfeito gostei  recomendo.,Product,,Good,,
"Adorei o produto, excelente!",Product,,Good,,
"maravilhoso!
",Product,,Good,,
pela marca e qualidade do produto.,Product,,Good,,
Vestido com bom caimento só o tecido que achei muito fino. O preço poderia estar melhor já que foi coleção passada do ano passado. ,Product,,Good,,
Foi tudo bem,Product,,Good,,
"O produto veio quebrado, o que dizer mais",,Store,Bad,,
ainda não usei,,,Neutral,,
"Até agora não recebi os produtos.
José Clever
33-9973-2798

Em 8 de janeiro de 2015 19:36,
escreveu:",,Store,Bad,,
ainda não usou,,,Neutral,,
ok!!!!,Product,,Good,,
sem comentarios consul é sempre consul.,Product,,Good,,
"foi rapido a entrega
exelente site de compras
vou comprar sempre aqui
parabens obg",Product,Store,Good,,
"ADOREI OS PRATOS , MUITO BONITOS, ENVIO RÁPIDO....RECOMENDO
",Product,Store,Good,,
Produto atende o que promete.,Product,,Good,,
muito bommm,Product,,Good,,
"Pq foi tudo certo
",Product,,Good,,
"O cheiro é delicioso porem a fixação é pessima!!
O Floratta in Rose que tem um preço similar o perfume fica o dia todo.",Product,,Good,,
Lindissimo estou apauxonada com tds,Product,,Good,,
Tambem excelente! Ficou como imaginei e realmente fixa muito bem!! Ta passando no teste da escola!!!,Product,,Good,,
meus cachorros adoraram !,Product,,Good,,
"Muito prático, fácil de usar e limpar ",Product,,Good,,
Agradeço a loja por toda assistência.  Entrega do produto antes do previsto. Excelente. Os tubos de vidro do GPen serviram bastante. Agora tenho três.  Mas dessa vez terei mais cuidado e nao vou quebrar. Rs excelente loja. Estão de parabéns pela venda com êxito.  ,Product,Store,Good,,
Já conhecia o produuto. É para reposição do estoque. ,Product,,Good,,
"Top, atendeu perfeitamente as espectativas.",Product,,Good,,
Muito boa essa esponja. ,Product,,Good,,
Roupa prática  formal e distintas.,Product,,Good,,
"Bem hidratante e cheiroso, deixa a pele macia e aveludada",Product,,Good,,
Otimo. Deixa seus cabelos com brilho e sedosos. Aprovado....,Product,,Good,,
"Linda vale a pena, gostei!!!",Product,,Good,,
"Produto bom, atendeu ao objetivo.",Product,,Good,,
